No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date_time,date_time_month,RAIN_GROUP
28662,2016,6,7,5,64,64,2,12,1000,126,19.1,1008.3,17.4,0.3,ESE,1.6,Aotizhongxin,6/7/2016 5:00,2016-06,No Rain
28664,2016,6,7,7,42,42,2,17,800,71,18.2,1008.8,15.4,0.1,E,1.3,Aotizhongxin,6/7/2016 7:00,2016-06,No Rain
28727,2016,6,9,22,56,175,2,14,600,165,21.5,1002.1,18.3,3.7,WNW,3.9,Aotizhongxin,6/9/2016 22:00,2016-06,Light Rain
28728,2016,6,9,23,63,63,2,15,600,149,20.6,1000.5,18.9,3.9,ESE,1.9,Aotizhongxin,6/9/2016 23:00,2016-06,Light Rain
28729,2016,6,10,0,61,61,2,21,700,119,20.9,1001.2,18.7,0.5,NNE,2.4,Aotizhongxin,6/10/2016 0:00,2016-06,No Rain
28730,2016,6,10,1,70,70,2,13,600,134,19.9,999.9,18.7,0.8,E,1.3,Aotizhongxin,6/10/2016 1:00,2016-06,No Rain
28731,2016,6,10,2,54,54,2,16,600,117,20.6,1000.6,18.7,0.1,WNW,1.4,Aotizhongxin,6/10/2016 2:00,2016-06,No Rain
28732,2016,6,10,3,56,56,2,13,600,114,20.1,1000.3,18.6,1.1,SW,1,Aotizhongxin,6/10/2016 3:00,2016-06,Light Rain
28805,2016,6,13,4,44,44,2,18,500,115,20.1,999.4,17.7,0.3,E,1.5,Aotizhongxin,6/13/2016 4:00,2016-06,No Rain
28810,2016,6,13,9,31,37,2,25,500,86,20,1000,17.2,0.8,NNE,1.8,Aotizhongxin,6/13/2016 9:00,2016-06,No Rain
28814,2016,6,13,13,18,18,2,21,500,96,19.7,999.7,17.7,0.2,ENE,2,Aotizhongxin,6/13/2016 13:00,2016-06,No Rain
28816,2016,6,13,15,37,37,2,22,500,91,19,999,17.8,2.7,ENE,1.8,Aotizhongxin,6/13/2016 15:00,2016-06,Light Rain
28817,2016,6,13,16,38,38,2,25,600,84,19,998.1,17.5,0.7,NNE,2.1,Aotizhongxin,6/13/2016 16:00,2016-06,No Rain
28826,2016,6,14,1,55,55,2,20,600,72,19.1,995.5,17.6,0.1,NE,0.5,Aotizhongxin,6/14/2016 1:00,2016-06,No Rain
28827,2016,6,14,2,53,53,2,17,600,80,19.4,994.3,17.5,0.1,SSW,0.8,Aotizhongxin,6/14/2016 2:00,2016-06,No Rain
28843,2016,6,14,18,25,39,2,24,600,73,18.1,996.9,16.1,0.4,N,2.6,Aotizhongxin,6/14/2016 18:00,2016-06,No Rain
28844,2016,6,14,19,23,24,2,21,600,76,18,997.2,16.2,0.2,NNE,1.6,Aotizhongxin,6/14/2016 19:00,2016-06,No Rain
28866,2016,6,15,17,15,35,3,18,300,181,23.1,997,17.1,5.3,N,3.4,Aotizhongxin,6/15/2016 17:00,2016-06,Moderate Rain
28867,2016,6,15,18,30,47,3,28,500,152,26.8,996,17.8,0.1,SW,1.4,Aotizhongxin,6/15/2016 18:00,2016-06,No Rain
28913,2016,6,17,16,15,48,2,20,500,108,26.6,996.5,15.9,0.2,SE,1.8,Aotizhongxin,6/17/2016 16:00,2016-06,No Rain
28914,2016,6,17,17,24,30,2,38,800,63,26,995.4,14.5,0.1,ESE,1.2,Aotizhongxin,6/17/2016 17:00,2016-06,No Rain
28989,2016,6,20,20,52,52,2,39,1900,173,26.6,997.5,19.7,0.1,ENE,2.4,Aotizhongxin,6/20/2016 20:00,2016-06,No Rain
29035,2016,6,22,18,75,80,3,19,700,250,32,995.7,22.4,0.1,SE,1.3,Aotizhongxin,6/22/2016 18:00,2016-06,No Rain
29147,2016,6,27,10,51,51,3,40,700,70,23.6,999.8,17.3,0.2,S,1.4,Aotizhongxin,6/27/2016 10:00,2016-06,No Rain
29148,2016,6,27,11,58,64,6,42,800,95,26.4,999.3,15.7,0.1,E,1.5,Aotizhongxin,6/27/2016 11:00,2016-06,No Rain
29152,2016,6,27,15,80,157,8,24,700,176,27.6,998.9,18,2.7,SW,3.7,Aotizhongxin,6/27/2016 15:00,2016-06,Light Rain
29153,2016,6,27,16,65,113,2,31,800,128,25,998.8,19.4,0.5,E,1.4,Aotizhongxin,6/27/2016 16:00,2016-06,No Rain
29163,2016,6,28,2,73,80,2,25,500,75,20.8,1000.4,18.4,0.7,ESE,2.3,Aotizhongxin,6/28/2016 2:00,2016-06,No Rain
29164,2016,6,28,3,66,66,2,18,500,92,20.1,1000,18.8,4,ESE,2.9,Aotizhongxin,6/28/2016 3:00,2016-06,Light Rain
29166,2016,6,28,5,73,73,2,16,500,88,19.9,1000.6,18.2,2.6,SW,1.1,Aotizhongxin,6/28/2016 5:00,2016-06,Light Rain
29167,2016,6,28,6,59,59,2,16,600,82,19.2,1001,17.7,0.3,SSW,1.6,Aotizhongxin,6/28/2016 6:00,2016-06,No Rain
29168,2016,6,28,7,50,50,2,19,600,92,18.9,1001.8,16.7,0.1,SSE,1.3,Aotizhongxin,6/28/2016 7:00,2016-06,No Rain
29176,2016,6,28,15,76,76,2,26,900,91,21.3,1001.2,19.4,0.1,E,0.8,Aotizhongxin,6/28/2016 15:00,2016-06,No Rain
29180,2016,6,28,19,114,114,2,25,900,80,21.8,1001.7,19.2,0.2,SE,1.2,Aotizhongxin,6/28/2016 19:00,2016-06,No Rain
29182,2016,6,28,21,128,128,2,30,1000,70,21.2,1002.2,19.3,0.2,ESE,0.8,Aotizhongxin,6/28/2016 21:00,2016-06,No Rain
29183,2016,6,28,22,128,128,2,30,1100,59,21.1,1001.8,19.9,0.6,ENE,1,Aotizhongxin,6/28/2016 22:00,2016-06,No Rain
29185,2016,6,29,0,132,132,2,42,1100,19,21,1000.8,20,0.1,ENE,1.3,Aotizhongxin,6/29/2016 0:00,2016-06,No Rain
29203,2016,6,29,18,118,142,2,24,800,162,26.7,1000.1,20.8,0.4,SW,3.2,Aotizhongxin,6/29/2016 18:00,2016-06,No Rain
29204,2016,6,29,19,125,125,2,24,900,135,25.5,999,21.8,1.4,ENE,1.5,Aotizhongxin,6/29/2016 19:00,2016-06,Light Rain
29215,2016,6,30,6,64,64,2,29,600,33,20.9,1000.1,18.7,1.1,WSW,1.1,Aotizhongxin,6/30/2016 6:00,2016-06,Light Rain
29510,2016,7,12,13,7,17,2,22,500,73,25.7,997.3,22.2,0.1,WNW,1.8,Aotizhongxin,7/12/2016 13:00,2016-07,No Rain
29512,2016,7,12,15,11,11,2,23,500,86,26.1,997,21.3,0.1,NW,1.9,Aotizhongxin,7/12/2016 15:00,2016-07,No Rain
29566,2016,7,14,21,51,193,2,39,1100,113,23.1,1003,21.4,2.6,E,1.3,Aotizhongxin,7/14/2016 21:00,2016-07,Light Rain
29567,2016,7,14,22,63,81,2,38,1200,94,23.5,1002.6,21.6,2.7,SW,1.2,Aotizhongxin,7/14/2016 22:00,2016-07,Light Rain
29568,2016,7,14,23,69,69,2,43,1100,66,22.9,1002.8,21.5,0.3,E,1,Aotizhongxin,7/14/2016 23:00,2016-07,No Rain
29569,2016,7,15,0,71,71,2,30,900,70,23,1002.6,20.5,0.6,WNW,1.4,Aotizhongxin,7/15/2016 0:00,2016-07,No Rain
29570,2016,7,15,1,80,80,2,27,1000,70,22.4,1002.4,20.9,0.9,ENE,0.9,Aotizhongxin,7/15/2016 1:00,2016-07,No Rain
29571,2016,7,15,2,81,81,2,26,1000,72,22,1002.2,20.8,0.9,ENE,1.4,Aotizhongxin,7/15/2016 2:00,2016-07,No Rain
29572,2016,7,15,3,57,57,2,12,700,89,21.7,1001.7,20.5,1.2,ENE,1,Aotizhongxin,7/15/2016 3:00,2016-07,Light Rain
29573,2016,7,15,4,38,38,2,7,600,79,21.6,1001.5,19.2,0.9,SSW,0.8,Aotizhongxin,7/15/2016 4:00,2016-07,No Rain
29574,2016,7,15,5,36,36,2,10,600,76,21,1000.9,18.6,1.9,NW,0.7,Aotizhongxin,7/15/2016 5:00,2016-07,Light Rain
29575,2016,7,15,6,29,29,2,15,500,82,21.1,1000.9,19,0.1,ESE,0.5,Aotizhongxin,7/15/2016 6:00,2016-07,No Rain
29587,2016,7,15,18,35,35,2,39,700,72,21.7,999,18.5,0.1,NE,1.6,Aotizhongxin,7/15/2016 18:00,2016-07,No Rain
29655,2016,7,18,14,105,105,2,33,1000,156,24.6,1002.6,22.7,7.1,NW,1.2,Aotizhongxin,7/18/2016 14:00,2016-07,Moderate Rain
29658,2016,7,18,17,104,104,2,39,1000,163,26.1,1002.7,22.4,2.9,W,1.4,Aotizhongxin,7/18/2016 17:00,2016-07,Light Rain
29659,2016,7,18,18,96,96,2,43,900,145,25.3,1002.5,23.2,0.1,SSE,0.6,Aotizhongxin,7/18/2016 18:00,2016-07,No Rain
29672,2016,7,19,7,164,164,2,43,1400,32,24.1,1003.2,22.4,0.2,ENE,1.5,Aotizhongxin,7/19/2016 7:00,2016-07,No Rain
29673,2016,7,19,8,160,160,2,56,1800,14,24,1003.5,22.6,1.9,E,1.3,Aotizhongxin,7/19/2016 8:00,2016-07,Light Rain
29674,2016,7,19,9,156,156,2,61,1900,7,23.8,1003.6,22.4,4.1,NNW,1.1,Aotizhongxin,7/19/2016 9:00,2016-07,Moderate Rain
29675,2016,7,19,10,145,145,2,54,1800,20,24.1,1003.6,22.5,0.5,N,1.9,Aotizhongxin,7/19/2016 10:00,2016-07,No Rain
29676,2016,7,19,11,103,103,2,49,1100,26,23.5,1003.5,21.9,0.2,NNE,1.9,Aotizhongxin,7/19/2016 11:00,2016-07,No Rain
29677,2016,7,19,12,95,95,2,41,1000,41,23.5,1003.3,21.8,0.3,NNE,1.6,Aotizhongxin,7/19/2016 12:00,2016-07,No Rain
29678,2016,7,19,13,78,78,2,38,1000,62,23.7,1003.1,22.1,0.8,NE,1.7,Aotizhongxin,7/19/2016 13:00,2016-07,No Rain
29679,2016,7,19,14,57,57,2,37,900,63,23.9,1003.2,22.9,2.7,N,1.2,Aotizhongxin,7/19/2016 14:00,2016-07,Light Rain
29680,2016,7,19,15,60,60,2,44,1000,49,24.2,1003.1,23.2,1.8,NNE,1.7,Aotizhongxin,7/19/2016 15:00,2016-07,Light Rain
29681,2016,7,19,16,67,67,2,38,1000,57,24.3,1002.9,23.3,0.6,NNE,1.4,Aotizhongxin,7/19/2016 16:00,2016-07,No Rain
29682,2016,7,19,17,60,60,2,41,1000,59,24.3,1002.8,23.3,0.3,NNE,1.8,Aotizhongxin,7/19/2016 17:00,2016-07,No Rain
29686,2016,7,19,21,98,98,2,48,1200,33,23.8,1003.8,22.6,0.3,E,1,Aotizhongxin,7/19/2016 21:00,2016-07,No Rain
29690,2016,7,20,1,103,103,2,41,1200,38,22.7,1002.8,20.6,1.5,NNE,1,Aotizhongxin,7/20/2016 1:00,2016-07,Light Rain
29691,2016,7,20,2,95,95,2,44,1200,24,22.4,1002.3,20.7,0.4,ENE,1,Aotizhongxin,7/20/2016 2:00,2016-07,No Rain
29692,2016,7,20,3,90,90,2,30,1100,46,21.9,1001.7,20.4,1.3,NE,1.3,Aotizhongxin,7/20/2016 3:00,2016-07,Light Rain
29694,2016,7,20,5,67,67,2,25,700,33,21.4,1001.2,20.4,3.5,NE,1.8,Aotizhongxin,7/20/2016 5:00,2016-07,Light Rain
29695,2016,7,20,6,65,65,2,23,600,55,21.3,1000.9,20.5,3.6,NE,1.7,Aotizhongxin,7/20/2016 6:00,2016-07,Light Rain
29696,2016,7,20,7,58,58,2,30,700,46,21.6,1000.5,20.8,2.2,NE,2.3,Aotizhongxin,7/20/2016 7:00,2016-07,Light Rain
29697,2016,7,20,8,56,56,2,27,700,44,21.9,1000,21.1,5.3,NE,2.9,Aotizhongxin,7/20/2016 8:00,2016-07,Moderate Rain
29704,2016,7,20,15,19,19,2,15,400,63,21.9,994.5,21.2,9,ENE,5.3,Aotizhongxin,7/20/2016 15:00,2016-07,Heavy Rain
29706,2016,7,20,17,8,8,2,15,400,64,21.9,994.7,21.2,3.8,NE,3.9,Aotizhongxin,7/20/2016 17:00,2016-07,Light Rain
29710,2016,7,20,21,10,10,2,15,500,62,22,996.2,21.3,7.6,NNE,1.1,Aotizhongxin,7/20/2016 21:00,2016-07,Moderate Rain
29711,2016,7,20,22,12,12,2,17,500,55,22,996.2,21.3,2.3,NE,1.6,Aotizhongxin,7/20/2016 22:00,2016-07,Light Rain
29712,2016,7,20,23,10,10,2,16,500,54,22,995.9,21.3,2.4,NE,1.6,Aotizhongxin,7/20/2016 23:00,2016-07,Light Rain
29713,2016,7,21,0,10,10,2,15,500,53,22.1,995.8,21.4,0.8,N,1.4,Aotizhongxin,7/21/2016 0:00,2016-07,No Rain
29714,2016,7,21,1,5,5,2,15,500,51,22.1,995.7,21.4,0.2,N,1.1,Aotizhongxin,7/21/2016 1:00,2016-07,No Rain
29715,2016,7,21,2,9,9,2,17,500,48,22.2,995.5,21.4,0.6,N,1.2,Aotizhongxin,7/21/2016 2:00,2016-07,No Rain
29716,2016,7,21,3,7,7,2,16,500,48,22.3,995.5,21.1,0.5,NNW,1.5,Aotizhongxin,7/21/2016 3:00,2016-07,No Rain
29717,2016,7,21,4,6,6,2,19,500,44,22.3,995.3,21.1,1.4,NNE,2.1,Aotizhongxin,7/21/2016 4:00,2016-07,Light Rain
29725,2016,7,21,12,14,35,2,10,600,47,25.5,997.1,23,0.1,NE,1.3,Aotizhongxin,7/21/2016 12:00,2016-07,No Rain
29727,2016,7,21,14,30,43,2,13,700,41,24.7,997.1,23.5,2.3,NNE,1.7,Aotizhongxin,7/21/2016 14:00,2016-07,Light Rain
29728,2016,7,21,15,27,27,2,14,800,41,25.7,997.1,23.4,0.1,NNE,1.2,Aotizhongxin,7/21/2016 15:00,2016-07,No Rain
29729,2016,7,21,16,36,36,2,12,800,74,25.4,996.9,23.8,0.7,ENE,1,Aotizhongxin,7/21/2016 16:00,2016-07,No Rain
29730,2016,7,21,17,45,45,2,14,900,75,25.3,996.6,24.3,1.2,ENE,0.9,Aotizhongxin,7/21/2016 17:00,2016-07,Light Rain
29782,2016,7,23,21,93,93,2,20,900,145,25.9,1000.6,23.4,3.2,NW,3.9,Aotizhongxin,7/23/2016 21:00,2016-07,Light Rain
29805,2016,7,24,20,66,66,2,38,1000,89,29.4,1000.3,24.7,0.1,SSW,1.3,Aotizhongxin,7/24/2016 20:00,2016-07,No Rain
29806,2016,7,24,21,73,73,2,41,1100,57,28.9,1001,25.3,0.1,S,1.1,Aotizhongxin,7/24/2016 21:00,2016-07,No Rain
29809,2016,7,25,0,55,55,2,39,800,48,27.4,999.8,24.7,0.1,ENE,1.5,Aotizhongxin,7/25/2016 0:00,2016-07,No Rain
29812,2016,7,25,3,51,51,2,30,900,45,26.2,1000.1,24.6,2.6,SW,1.2,Aotizhongxin,7/25/2016 3:00,2016-07,Light Rain
29813,2016,7,25,4,48,48,2,18,800,47,25.3,998.8,24.4,2.3,NE,0.9,Aotizhongxin,7/25/2016 4:00,2016-07,Light Rain
29814,2016,7,25,5,55,55,2,29,900,25,25.4,998.6,24.7,0.6,ENE,1.5,Aotizhongxin,7/25/2016 5:00,2016-07,No Rain
29815,2016,7,25,6,59,59,2,25,900,23,25.2,998.7,24.5,1.5,E,1.5,Aotizhongxin,7/25/2016 6:00,2016-07,Light Rain
29816,2016,7,25,7,60,60,2,23,1000,27,25.5,998.8,24.8,0.1,ESE,1.2,Aotizhongxin,7/25/2016 7:00,2016-07,No Rain
29877,2016,7,27,20,84,91,2,33,600,178,23.5,999,21.6,2.9,NW,6.3,Aotizhongxin,7/27/2016 20:00,2016-07,Light Rain
29878,2016,7,27,21,23,23,2,42,500,125,23.6,999.5,21.5,3.8,NW,1.4,Aotizhongxin,7/27/2016 21:00,2016-07,Light Rain
29879,2016,7,27,22,19,19,2,65,600,76,23.7,997.6,21.6,1.3,SSE,1.7,Aotizhongxin,7/27/2016 22:00,2016-07,Light Rain
29933,2016,7,30,4,128,128,2,31,1100,66,27,1002.7,25.8,0.9,E,1,Aotizhongxin,7/30/2016 4:00,2016-07,No Rain
29934,2016,7,30,5,129,129,2,34,1200,58,26.8,1003,25.6,0.3,WNW,0.9,Aotizhongxin,7/30/2016 5:00,2016-07,No Rain
29961,2016,7,31,8,72,72,2,57,1700,39,24.1,1006,22,0.2,SE,1,Aotizhongxin,7/31/2016 8:00,2016-07,No Rain
30121,2016,8,7,0,18,18,2,12,500,116,25.2,1001.5,22.5,1.3,WSW,1.4,Aotizhongxin,8/7/2016 0:00,2016-08,Light Rain
30129,2016,8,7,8,22,22,2,25,500,76,24,1004.5,22.6,3.2,ENE,2.1,Aotizhongxin,8/7/2016 8:00,2016-08,Light Rain
30130,2016,8,7,9,13,13,2,27,600,65,23.9,1005.2,22.9,2,NE,0.8,Aotizhongxin,8/7/2016 9:00,2016-08,Light Rain
30317,2016,8,15,4,78,78,2,82,1200,7,26.9,1002.9,20.5,0.2,WSW,3.6,Aotizhongxin,8/15/2016 4:00,2016-08,No Rain
30318,2016,8,15,5,8,8,2,9,300,80,22.9,1004.4,19.7,2.8,W,2.5,Aotizhongxin,8/15/2016 5:00,2016-08,Light Rain
30319,2016,8,15,6,14,14,2,9,400,82,21.8,1004.2,19.9,5.5,NW,0.9,Aotizhongxin,8/15/2016 6:00,2016-08,Moderate Rain
30320,2016,8,15,7,15,15,2,29,700,60,22.9,1004.9,20.4,0.4,WNW,1.6,Aotizhongxin,8/15/2016 7:00,2016-08,No Rain
30321,2016,8,15,8,20,20,2,29,600,62,23.2,1005.6,19.1,0.1,W,2,Aotizhongxin,8/15/2016 8:00,2016-08,No Rain
30377,2016,8,17,16,81,81,2,80,1100,28,26.2,999,22.7,0.1,NNE,1,Aotizhongxin,8/17/2016 16:00,2016-08,No Rain
30381,2016,8,17,20,79,79,2,56,900,75,24.5,1000.1,23.1,1.5,NNE,0.8,Aotizhongxin,8/17/2016 20:00,2016-08,Light Rain
30382,2016,8,17,21,83,83,2,42,800,87,24.1,1000.2,22.9,0.2,ENE,0.3,Aotizhongxin,8/17/2016 21:00,2016-08,No Rain
30384,2016,8,17,23,109,109,2,47,1000,64,24.8,999.7,23,0.1,NW,0.8,Aotizhongxin,8/17/2016 23:00,2016-08,No Rain
30386,2016,8,18,1,113,113,2,66,1000,22,24.2,998.9,23.2,0.1,ENE,0.9,Aotizhongxin,8/18/2016 1:00,2016-08,No Rain
30392,2016,8,18,7,110,110,2,69,1100,2,23.5,997.7,22.3,0.5,E,1.2,Aotizhongxin,8/18/2016 7:00,2016-08,No Rain
30393,2016,8,18,8,85,85,2,63,1300,2,22.9,997.7,21.9,5.5,ENE,2.1,Aotizhongxin,8/18/2016 8:00,2016-08,Moderate Rain
30394,2016,8,18,9,82,82,2,62,1700,2,23.1,997.4,22.4,1,ENE,2,Aotizhongxin,8/18/2016 9:00,2016-08,No Rain
30395,2016,8,18,10,83,83,2,63,1800,2,23.1,997.5,22.4,2.6,ENE,1.4,Aotizhongxin,8/18/2016 10:00,2016-08,Light Rain
30396,2016,8,18,11,58,58,2,60,1600,8,23.2,997.1,22.5,4.7,ENE,1.4,Aotizhongxin,8/18/2016 11:00,2016-08,Moderate Rain
30397,2016,8,18,12,68,68,2,64,2300,4,23,996.9,22.3,3.2,E,1.8,Aotizhongxin,8/18/2016 12:00,2016-08,Light Rain
30398,2016,8,18,13,77,77,2,53,2300,22,22.9,996.6,22.2,0.4,ENE,2.1,Aotizhongxin,8/18/2016 13:00,2016-08,No Rain
30399,2016,8,18,14,76,76,2,43,2100,37,22.9,996.6,22.2,0.5,NNE,1.5,Aotizhongxin,8/18/2016 14:00,2016-08,No Rain
30400,2016,8,18,15,73,73,2,37,2100,47,22.6,996.5,21.9,1.4,NE,1.3,Aotizhongxin,8/18/2016 15:00,2016-08,Light Rain
30401,2016,8,18,16,60,60,2,34,1700,61,22.6,996.6,21.8,1.9,NNE,1.5,Aotizhongxin,8/18/2016 16:00,2016-08,Light Rain
30402,2016,8,18,17,60,60,2,39,1700,62,22.8,996.8,21.8,0.4,N,1.6,Aotizhongxin,8/18/2016 17:00,2016-08,No Rain
30403,2016,8,18,18,67,67,2,43,2000,47,22.9,996.9,22.1,0.6,NNE,1.5,Aotizhongxin,8/18/2016 18:00,2016-08,No Rain
30404,2016,8,18,19,49,49,2,37,1600,56,22.8,997.5,22,0.7,NE,1.6,Aotizhongxin,8/18/2016 19:00,2016-08,No Rain
30618,2016,8,27,17,12,89,2,25,100,98,25.9,1006.2,10.1,0.9,WSW,3.6,Aotizhongxin,8/27/2016 17:00,2016-08,No Rain
30884,2016,9,7,19,26,176,3,26,400,147,19.4,1003.5,15.5,4.8,WNW,8.9,Aotizhongxin,9/7/2016 19:00,2016-09,Moderate Rain
30886,2016,9,7,21,20,33,2,41,500,77,21.3,1002.3,16,0.6,NW,2.5,Aotizhongxin,9/7/2016 21:00,2016-09,No Rain
30895,2016,9,8,6,22,35,2,58,600,2,17,1002.7,16.4,0.1,SW,0.8,Aotizhongxin,9/8/2016 6:00,2016-09,No Rain
30966,2016,9,11,5,17,17,2,19,400,93,19.2,1009,17.9,0.6,WNW,1.1,Aotizhongxin,9/11/2016 5:00,2016-09,No Rain
30967,2016,9,11,6,27,40,2,20,500,80,18.7,1009.2,17.5,0.2,NE,1.2,Aotizhongxin,9/11/2016 6:00,2016-09,No Rain
31008,2016,9,12,23,59,87,2,67,800,66,22.3,1013.9,18.3,0.2,SSE,1.1,Aotizhongxin,9/12/2016 23:00,2016-09,No Rain
31126,2016,9,17,21,33,86,2,57,600,4,19.1,1015.8,16.5,3.5,NW,1.2,Aotizhongxin,9/17/2016 21:00,2016-09,Light Rain
31127,2016,9,17,22,29,29,2,42,500,20,18.7,1016.2,17.2,1.9,E,1.2,Aotizhongxin,9/17/2016 22:00,2016-09,Light Rain
31128,2016,9,17,23,32,32,2,37,500,20,18.4,1015.8,17.1,1.3,E,0.7,Aotizhongxin,9/17/2016 23:00,2016-09,Light Rain
31129,2016,9,18,0,25,25,2,35,400,23,18.3,1015.4,17,0.8,ENE,1.6,Aotizhongxin,9/18/2016 0:00,2016-09,No Rain
31130,2016,9,18,1,26,26,2,37,400,20,18,1015.7,16.8,0.7,ENE,1.1,Aotizhongxin,9/18/2016 1:00,2016-09,No Rain
31131,2016,9,18,2,22,22,2,30,300,25,17.9,1016,16.6,0.3,N,1.5,Aotizhongxin,9/18/2016 2:00,2016-09,No Rain
31133,2016,9,18,4,21,21,2,36,400,14,18,1015.7,16.7,0.1,ESE,0.7,Aotizhongxin,9/18/2016 4:00,2016-09,No Rain
31209,2016,9,21,8,48,104,7,72,800,2,16.9,1016.2,14,0.1,ENE,1.2,Aotizhongxin,9/21/2016 8:00,2016-09,No Rain
31249,2016,9,23,0,120,120,6,52,1000,66,20.3,1010.25,16.8,0.8,SW,1.4,Aotizhongxin,9/23/2016 0:00,2016-09,No Rain
31250,2016,9,23,1,110,110,5,37,900,96,18.65,1009.75,17,3.4,SW,1.3,Aotizhongxin,9/23/2016 1:00,2016-09,Light Rain
31256,2016,9,23,7,138,138,2,44,1000,31,17.4,1009,16.8,0.1,NE,1,Aotizhongxin,9/23/2016 7:00,2016-09,No Rain
31276,2016,9,24,3,29,29,2,28,400,76,18.9,1006.6,17,2.9,WNW,0.6,Aotizhongxin,9/24/2016 3:00,2016-09,Light Rain
31277,2016,9,24,4,24,24,2,49,300,40,18.7,1006.6,16.5,0.1,W,0.5,Aotizhongxin,9/24/2016 4:00,2016-09,No Rain
31324,2016,9,26,3,29,29,2,21,500,98,20,1011,18.5,1.7,NW,1.1,Aotizhongxin,9/26/2016 3:00,2016-09,Light Rain
31325,2016,9,26,4,23,23,2,30,400,85,18.7,1010,17.5,3.8,NW,1.9,Aotizhongxin,9/26/2016 4:00,2016-09,Light Rain
31327,2016,9,26,6,28,28,2,29,400,78,18.575,1010.25,17.8,0.7,NE,1.8,Aotizhongxin,9/26/2016 6:00,2016-09,No Rain
31328,2016,9,26,7,27,27,2,42,500,62,18.725,1010.5,17.9,0.5,NE,2.6,Aotizhongxin,9/26/2016 7:00,2016-09,No Rain
31329,2016,9,26,8,31,31,2,45,500,52,18.2,1010.8,17.2,1.8,N,1.2,Aotizhongxin,9/26/2016 8:00,2016-09,Light Rain
31330,2016,9,26,9,34,34,2,56,700,39,18.9,1011.25,18,0.3,NE,1.3,Aotizhongxin,9/26/2016 9:00,2016-09,No Rain
31331,2016,9,26,10,38,38,2,55,800,35,19,1011.75,18,0.9,NE,1.1,Aotizhongxin,9/26/2016 10:00,2016-09,No Rain
31333,2016,9,26,12,48,48,2,56,900,40,19.3,1011,18.1,0.1,NE,2,Aotizhongxin,9/26/2016 12:00,2016-09,No Rain
31474,2016,10,2,9,185,185,2,74,1200,39,17.5,1011,12.6,0.2,ENE,1,Aotizhongxin,10/2/2016 9:00,2016-10,No Rain
31528,2016,10,4,15,41,51,2,57,1300,2,14.9,1009,12.6,0.5,NW,3.5,Aotizhongxin,10/4/2016 15:00,2016-10,No Rain
31529,2016,10,4,16,39,46,2,51,1200,2,14.8,1009.6,13.5,5.1,N,2.5,Aotizhongxin,10/4/2016 16:00,2016-10,Moderate Rain
31530,2016,10,4,17,44,44,2,48,1200,2,14.7,1009.5,13.7,1.6,ENE,1.6,Aotizhongxin,10/4/2016 17:00,2016-10,Light Rain
31531,2016,10,4,18,44,45,2,54,1200,2,14.9,1009.9,14.1,0.3,ENE,1.5,Aotizhongxin,10/4/2016 18:00,2016-10,No Rain
31538,2016,10,5,1,20,20,2,45,1000,2,13.6,1012.5,12.7,0.1,ENE,1.1,Aotizhongxin,10/5/2016 1:00,2016-10,No Rain
31581,2016,10,6,20,73,73,2,64,2100,2,14.6,1020.8,13.6,1.3,ESE,1.1,Aotizhongxin,10/6/2016 20:00,2016-10,Light Rain
31582,2016,10,6,21,65,65,2,63,1900,2,15,1020.6,13.7,0.8,ESE,1.9,Aotizhongxin,10/6/2016 21:00,2016-10,No Rain
31583,2016,10,6,22,44,44,2,39,1000,28,14.9,1020.3,13.4,3.2,SE,2.1,Aotizhongxin,10/6/2016 22:00,2016-10,Light Rain
31584,2016,10,6,23,42,42,2,32,700,36,14.3,1020.6,13.2,2.3,ESE,2.5,Aotizhongxin,10/6/2016 23:00,2016-10,Light Rain
31585,2016,10,7,0,43,43,2,28,800,39,13.9,1019.8,12.6,3.2,SE,2,Aotizhongxin,10/7/2016 0:00,2016-10,Light Rain
31586,2016,10,7,1,47,47,2,31,900,30,13.4,1019.6,12.1,2.2,ESE,2.4,Aotizhongxin,10/7/2016 1:00,2016-10,Light Rain
31588,2016,10,7,3,40,40,2,38,1100,22,12.9,1018.2,12,0.7,ESE,2.1,Aotizhongxin,10/7/2016 3:00,2016-10,No Rain
31590,2016,10,7,5,40,40,2,44,1600,10,12.4,1017.2,11.5,2.1,E,1.1,Aotizhongxin,10/7/2016 5:00,2016-10,Light Rain
31591,2016,10,7,6,39,39,2,45,1700,9,12.1,1017.1,11.2,1.3,E,1.3,Aotizhongxin,10/7/2016 6:00,2016-10,Light Rain
31592,2016,10,7,7,41,41,2,50,1800,2,12.1,1016.2,11,1.8,ESE,1.9,Aotizhongxin,10/7/2016 7:00,2016-10,Light Rain
31593,2016,10,7,8,39,39,2,51,2000,2,12.2,1016.3,11.3,2.6,SE,1.8,Aotizhongxin,10/7/2016 8:00,2016-10,Light Rain
31594,2016,10,7,9,39,39,2,49,2000,4,12.5,1016.3,11.6,1.5,ESE,1.7,Aotizhongxin,10/7/2016 9:00,2016-10,Light Rain
31595,2016,10,7,10,41,41,2,45,1900,10,12.7,1016,11.9,1,ESE,2,Aotizhongxin,10/7/2016 10:00,2016-10,No Rain
